,FlightNumber
6077,ORD_MCO_77416
6078,PDX_MSP_57509
6079,PDX_MSP_93677
6080,PHX_JFK_85940
6081,ABE_CVG_84221
6082,STL_BOS_103331
6083,PHX_DFW_97153
6084,LAX_SLC_88138
6085,CAK_MCO_68512
6086,IAD_TPA_82606
6087,PHX_DFW_90473
6088,DCA_SLC_75376
6089,SEA_SFO_61973
6090,LGA_PIT_57574
6091,LGA_PIT_70921
6092,SYR_ATL_99824
6093,STL_EWR_93365
6094,CVG_JAX_70501
6095,CHS_LGA_82340
6096,DEN_SEA_64883
6097,BOS_PHL_78599
6098,MDW_PVD_64604
6099,LAS_BOS_63504
6100,ATL_RIC_67357
6101,ORD_MSP_92052
6102,BNA_MCO_95921
6103,IAH_AMA_74039
6104,CLE_LAX_91429
6105,CRW_IAH_74428
6106,AUS_ATL_94058
6107,MKE_DFW_103404
6108,ORD_EWR_58071
6109,ATL_MIA_73209
6110,PHX_FLL_102329
6111,SEA_JFK_85408
6112,IAD_SEA_73267
6113,MKE_ATL_92228
6114,SEA_IAH_80072
6115,EWR_ORD_82784
6116,MCO_LAX_81091
6117,SNA_DFW_92525
6118,CMH_LGA_79461
6119,ORD_SLC_83255
6120,ATL_PHF_69033
6121,CVG_JAX_98911
6122,IAD_ATL_81047
6123,ORD_TPA_95272
6124,CRW_IAH_59277
6125,LAS_BOS_100492
6126,BDL_CLE_83396
6127,FLL_ATL_81798
6128,EWR_ATL_75849
6129,LAX_JFK_69065
6130,LGA_CHS_86104
6131,LGA_CHS_58122
6132,ATL_SFO_85528
6133,ACY_CVG_67659
6134,FLL_LAX_94006
6135,SFO_EWR_82449
6136,ONT_SLC_74516
6137,MSP_ATL_97698
6138,PHX_AUS_85992
6139,LAS_STL_62611
6140,SAV_JFK_85169
6141,DEN_PDX_83855
6142,MDW_SDF_76984
6143,STL_PHX_84683
6144,CMH_IAH_105601
6145,TPA_PIT_90862
6146,BWI_DFW_99440
6147,ORD_CVG_86405
6148,SJC_DFW_87175
6149,SJC_DFW_66915
6150,MSP_CVG_76988
6151,SJC_DFW_73816
6152,EWR_DEN_104232
6153,ORD_CVG_92903
6154,EWR_DEN_73881
6155,SMF_DFW_70066
6156,CVG_TPA_100180
6157,CLT_LAX_77696
6158,CID_DFW_73079
6159,CVG_TPA_102443
6160,DFW_LGA_81207
6161,LAX_LIH_96452
6162,SAV_JFK_73425
6163,LAX_LIH_62378
6164,HPN_CLE_89308
6165,CVG_SRQ_101788
6166,ISP_CVG_83779
6167,EVV_ATL_70513
6168,MEM_CVG_97095
6169,IND_ATL_87141
6170,DCA_PHX_71772
6171,PVD_CVG_72522
6172,RDU_MIA_62817
6173,BOS_ORF_74953
6174,TPA_PIT_103257
6175,SEA_CVG_72285
6176,BOS_ORF_74275
6177,MCO_PIT_69741
6178,CVG_LGA_73602
6179,BTR_ATL_92940
6180,BTV_CVG_64707
6181,BOS_ORF_68569
6182,BOS_ORF_75216
6183,BWI_SLC_59510
6184,BOS_ORF_80729
6185,RDU_MIA_70848
6186,SFO_EWR_67618
6187,BUF_ATL_85342
6188,MCO_MSP_87235
6189,FLL_BOS_99207
6190,AUS_SLC_103054
6191,ATL_LGA_105008
6192,ORD_SJU_88451
6193,CLE_IAH_65931
6194,SAN_DTW_59079
6195,MCO_SLC_79603
6196,TUS_DFW_103341
6197,ORD_TPA_74703
6198,PHL_MCI_83726
6199,SFO_DFW_64010
6200,ORD_IAH_66105
6201,MSP_DFW_97717
6202,JFK_STL_101029
6203,LGA_IAH_84050
6204,ORD_SAT_87357
6205,MIA_CLT_81189
6206,MSP_FAI_67678
6207,ATL_PHL_58672
6208,PDX_ORD_78496
6209,EWR_MSP_90298
6210,IAH_PIT_71009
6211,EWR_IAH_89370
6212,ATL_PHL_104652
6213,SJU_CLT_71520
6214,ORD_AUS_64000
6215,ORD_AUS_102567
6216,EWR_EGE_82666
6217,IAH_SLC_91215
6218,BWI_SLC_82239
6219,OAK_JFK_59291
6220,BHM_BWI_64228
6221,RNO_SLC_93896
6222,ATL_LGA_65608
6223,LGA_CHS_59138
6224,BOS_DFW_70486
6225,BOS_DFW_67198
6226,BHM_BWI_73374
6227,OAK_PHX_81146
6228,LGA_CHS_70179
6229,IAH_SFO_67417
6230,FLL_STL_82525
6231,SFO_SLC_74375
6232,ROC_CLT_63443
6233,LGA_CHS_89886
6234,FAT_DFW_103267
6235,MIA_IAH_102253
6236,FAT_DFW_103039
6237,MSP_DTW_93795
6238,BOS_MIA_77380
6239,MOB_CVG_60350
6240,LGA_MSP_79162
6241,MOB_CVG_99353
6242,LGA_CVG_72340
6243,DFW_IND_82137
6244,ORD_SFO_74417
6245,EWR_PHX_87986
6246,BNA_IAD_95656
6247,LAS_SLC_91290
6248,MCI_ATL_58949
6249,LIT_CVG_73285
6250,AUS_SLC_69515
6251,SBN_CVG_78554
6252,MDW_CLE_86711
6253,ORD_PIT_69106
6254,JFK_LAX_85999
6255,AUS_SLC_62266
6256,LAS_SLC_94168
6257,JFK_CLT_94674
6258,JFK_LAX_85647
6259,LAX_BWI_69754
6260,JFK_RDU_98835
6261,PDX_PHX_76629
6262,JFK_RDU_101480
6263,SAN_DFW_67163
6264,ATL_AVP_101072
6265,SLC_TUL_57258
6266,MSP_SJC_69275
6267,PDX_DEN_87363
6268,SGF_CVG_88243
6269,IAH_MSP_88501
6270,ORD_SAT_85480
6271,ATW_CVG_92014
6272,LAX_OGG_85458
6273,ATW_CVG_88766
6274,ORD_TVC_104914
6275,EWR_MSP_76725
6276,MOB_CVG_91856
6277,DEN_DFW_73450
6278,EWR_MSP_76835
6279,MCI_CVG_94913
6280,EWR_MSP_77622
6281,CAK_MCO_64032
6282,IAH_PIT_104828
6283,EWR_MSP_63593
6284,EWR_MSP_67666
6285,ONT_ATL_60563
6286,LAX_DFW_67451
6287,LAX_DFW_72884
6288,IAH_SLC_67101
6289,SRQ_CVG_61870
6290,SAT_EWR_80927
6291,ONT_ATL_66693
6292,ORD_DFW_86800
6293,LGB_DFW_58560
6294,DFW_CLT_58000
6295,BHM_LGA_83894
6296,IAH_SMF_99842
6297,DSM_DFW_72687
6298,ABQ_DFW_84652
6299,MSP_DCA_99169
6300,OAK_ATL_61988
6301,LAS_IAD_86478
6302,EWR_LAX_79057
6303,ORD_CVG_75487
6304,LAX_IAH_98839
6305,MCO_EWR_79814
6306,SLC_OMA_85956
6307,IAH_DTW_86240
6308,PHL_CHS_58056
6309,ANC_SEA_65103
6310,LGA_MSP_66184
6311,TUS_ORD_64816
6312,SAN_DFW_93580
6313,LGA_FLL_67004
6314,SLC_DFW_102052
6315,SLC_DFW_65749
6316,COS_DFW_95405
6317,SAT_CVG_81088
6318,SLC_OMA_96657
6319,PDX_DFW_74477
6320,LIT_CVG_81050
6321,PDX_DFW_69819
6322,IAH_ORD_95358
6323,MCO_DTW_69194
6324,PDX_DFW_92874
6325,SAT_DTW_95669
6326,MCO_BDL_97899
6327,IAH_CLT_86570
6328,IAH_DCA_99664
6329,IAH_SLC_71349
6330,SAN_ORD_69113
6331,SEA_DEN_103701
6332,SEA_LAX_77509
6333,JFK_LAX_95830
6334,ATL_PHL_102857
6335,ORF_DFW_88267
6336,ORF_DFW_65900
6337,ATL_DTW_103873
6338,ROC_ATL_57993
6339,IAD_LAX_75193
6340,JFK_TPA_71413
6341,ORD_SAT_97720
6342,ORD_RDU_93634
6343,MCO_MSP_100146
6344,LGA_MCO_62947
6345,LAX_EWR_82392
6346,PHX_DEN_61227
6347,MIA_DFW_83706
6348,PHL_MSY_105678
6349,PHL_MSY_104082
6350,PDX_DEN_87226
6351,MSY_OAK_60274
6352,IAD_LAX_69196
6353,JFK_SDF_95722
6354,SLC_ORD_62322
6355,CLT_SFO_77170
6356,FLL_LGA_105670
6357,PBI_JFK_76500
6358,OAK_SLC_96096
6359,SJC_IAH_79429
6360,ORD_LGA_89413
6361,LAX_MDW_74959
6362,ATL_BDL_61575
6363,SAT_DTW_88650
6364,MSY_MSP_74278
6365,SAN_ATL_69459
6366,SAN_ATL_98058
6367,IAH_PDX_61501
6368,MIA_ORD_101474
6369,LAX_KOA_90999
6370,MIA_ORD_98171
6371,IAH_SEA_83821
6372,DEN_CLT_87607
6373,OMA_EWR_81132
6374,EWR_SAN_95368
6375,DFW_ORD_83909
6376,TPA_BDL_98857
6377,TPA_BUF_89102
6378,BDL_ATL_91196
6379,DFW_ORD_62311
6380,ORD_EWR_85448
6381,HNL_SFO_61641
6382,JFK_LGB_63000
6383,IAH_DCA_77946
6384,JAN_BWI_58944
6385,SEA_SAN_96071
6386,SLC_MCI_68895
6387,PIT_SFO_63627
6388,PHX_MSP_82803
6389,IAD_FLL_85256
6390,MLI_ATL_88347
6391,HNL_SFO_75061
6392,LAS_IAD_60751
6393,SFO_EWR_81392
6394,MSP_LGA_80812
6395,MSP_LGA_69988
6396,ORD_BUF_80703
6397,JFK_FLL_63242
6398,IAH_PHL_76350
6399,SNA_DFW_62136
6400,DCA_SEA_92447
6401,SJU_MCO_65007
6402,MSP_PHL_91917
6403,MCO_EWR_63009
6404,LAX_IAD_77711
6405,PDX_ATL_94368
6406,MSP_EWR_99028
6407,LAS_DEN_62304
6408,MDW_ALB_70411
6409,SJU_MIA_70378
6410,LAS_DEN_99241
6411,XNA_ATL_102538
6412,IAD_SEA_68277
6413,STT_ATL_64655
6414,MCO_PVD_91851
6415,TPA_PVD_95284
6416,MSP_BOS_102997
6417,MSP_EWR_96075
6418,ORD_DCA_78016
6419,MSP_EWR_76873
6420,MSP_LGA_77432
6421,ORD_DFW_69191
6422,PHL_FLL_87881
6423,ORD_BOS_71467
6424,JFK_JAX_105092
6425,MIA_JFK_103518
6426,OGG_LAX_86983
6427,HNL_SFO_58368
6428,SEA_ATL_85624
6429,STL_BWI_97706
6430,IAH_BOS_78536
6431,SJC_ATL_83535
6432,PHL_IAH_61926
6433,JFK_JAX_66146
6434,ORD_MDT_77615
6435,ORD_IAD_90700
6436,MSP_PHL_56996
6437,MSP_PHL_86718
6438,ORD_BDL_71644
6439,MSP_PHL_57771
6440,LAS_ORD_74737
6441,PBI_PHL_105274
6442,HNL_SMF_58664
6443,BOS_OAK_64321
6444,BOS_OAK_103915
6445,PBI_PHL_85287
6446,SEA_IAD_58133
6447,HNL_SMF_88884
6448,BOS_OAK_93926
6449,EWR_SJC_71794
6450,SNA_SEA_73511
6451,MKE_EWR_97749
6452,DEN_ORD_58996
6453,DEN_ORD_94233
6454,LAS_DFW_58349
6455,EWR_SJC_104770
6456,SLC_IAH_62198
6457,EWR_SEA_87145
6458,EWR_SFO_97280
6459,ORD_MDT_93504
6460,EWR_SFO_81411
6461,JFK_DFW_61975
6462,EWR_SFO_87469
6463,BNA_LGA_94616
6464,ORD_RIC_100615
6465,ANC_SEA_70396
6466,SJU_DFW_57690
6467,JFK_SEA_62593
6468,ORD_EWR_100190
6469,JFK_DFW_83644
6470,LAX_EWR_73408
6471,LAX_EWR_58157
6472,MSN_EWR_68379
6473,LGA_MIA_76628
6474,DFW_MCO_65239
6475,SJC_HNL_99866
6476,DFW_CVG_59702
6477,LAX_PHL_81459
6478,BDL_DFW_94206
6479,SJU_DFW_69941
6480,SEA_SLC_60466
6481,PHL_SEA_86094
6482,LAX_BOS_65296
6483,LAX_BOS_90145
6484,LAX_HNL_72555
6485,LAX_ATL_86610
6486,IAH_BOS_72303
6487,DFW_CVG_94634
6488,DFW_CVG_87810
6489,PDX_PHX_94655
6490,EWR_SJU_63454
6491,STT_ATL_93413
6492,MSY_CVG_57124
6493,DEN_CLT_73856
6494,XNA_EWR_102429
6495,DFW_MCO_92978
6496,DFW_BUF_104535
6497,LAS_MCI_70632
6498,DFW_BOS_77925
6499,DFW_BOS_96299
6500,PDX_MSP_90107
6501,SFO_MIA_57222
6502,DFW_PVD_68802
6503,SEA_MDW_76139
6504,SAN_MDW_89709
6505,ORD_JAX_65555
6506,ORD_BOS_84062
6507,DFW_DTW_78656
6508,ORD_EWR_99597
6509,DFW_BWI_69403
6510,LAX_MIA_82069
6511,DFW_DTW_68839
6512,DEN_CVG_93272
6513,LAX_DFW_69327
6514,DEN_CVG_68841
6515,LAX_JFK_61594
6516,LAS_ATL_68609
6517,DFW_EWR_60685
6518,DFW_LGA_65417
6519,LAX_MSP_102727
6520,DEN_DTW_83133
6521,DEN_DTW_84477
6522,HNL_SEA_103927
6523,PHX_CVG_69749
6524,TUL_EWR_76343
6525,PHX_HOU_63090
6526,TUL_EWR_91137
6527,SEA_JFK_94201
6528,LIH_LAX_70477
6529,EWR_SJU_63121
6530,DFW_EWR_63674
6531,EWR_SJU_104376
6532,DFW_EWR_63978
6533,ABQ_CVG_82058
6534,LAX_DFW_82632
6535,LAS_CVG_68865
6536,LAX_ORD_69472
6537,LAX_CLT_85751
6538,DEN_MCO_97010
6539,SFO_BOS_69645
6540,SLC_ATL_95997
6541,COS_CVG_70058
6542,LAS_EWR_101002
6543,SFO_BOS_71934
6544,LAX_CVG_89280
6545,COS_CVG_100881
6546,LAS_CLE_81681
6547,DEN_MIA_78707
6548,SLC_ATL_73410
6549,DEN_LGA_73463
6550,OAK_MDW_63359
6551,SAN_ATL_100397
6552,ATL_SJU_74485
6553,HNL_SFO_70140
6554,LAS_BDL_92178
6555,SFO_JFK_65105
6556,PHX_LIT_83070
6557,DEN_ATL_105065
6558,OGG_PDX_72157
6559,SFO_ORD_97007
6560,HNL_LAS_63080
6561,LAS_IND_64020
6562,SFO_ORD_96750
6563,LAS_ALB_59249
6564,LAS_BDL_80972
6565,PHX_BWI_73224
