FlightNumber,Year,Month,DayofMonth,DayOfWeek,ScheduledDepTime,ScheduledArrTime,ScheduledTravelTime,Origin,Destination,Distance,ActualArrivalTimeStamp
SLC_GJT_34766,2004,3,25,4,955,1057,62,SLC,GJT,217,25-03-2004 10:57
SJC_ONT_48820,2004,5,29,6,1445,1555,70,SJC,ONT,333,29-05-2004 15:55
BWI_BNA_53300,2004,7,12,1,1745,1835,110,BWI,BNA,588,12-07-2004 18:35
PHL_MDW_36170,2004,7,21,3,1755,1915,140,PHL,MDW,668,21-07-2004 20:42
ATL_BTR_45512,2004,11,22,1,1420,1451,91,ATL,BTR,449,22-11-2004 16:54
HDN_DFW_55649,2004,1,2,5,1411,1716,125,HDN,DFW,769,02-01-2004 17:16
SJC_ONT_32633,2004,9,15,3,1435,1540,65,SJC,ONT,333,15-09-2004 15:40
SJU_BWI_30472,2004,7,26,1,1740,2128,228,SJU,BWI,1565,26-07-2004 21:28
OAK_LAS_41942,2004,3,13,6,1625,1745,80,OAK,LAS,407,13-03-2004 17:45
SMF_ORD_49552,2004,7,25,7,601,1203,242,SMF,ORD,1781,25-07-2004 12:03
LAX_PHL_36289,2004,3,4,4,1230,2028,298,LAX,PHL,2401,04-03-2004 21:33
LAS_SEA_46104,2004,3,7,7,1100,1334,154,LAS,SEA,866,07-03-2004 13:34
ICT_DEN_55180,2004,7,31,6,1555,1612,77,ICT,DEN,419,31-07-2004 16:12
LAX_ORD_53482,2004,7,30,5,600,1156,236,LAX,ORD,1745,30-07-2004 11:56
OKC_SLC_31139,2004,5,2,7,845,1005,140,OKC,SLC,866,02-05-2004 10:05
CVG_CLT_32132,2004,11,13,6,850,1005,75,CVG,CLT,335,13-11-2004 10:05
FWA_DFW_27130,2004,7,19,1,650,913,143,FWA,DFW,859,19-07-2004 09:13
BOS_EWR_34934,2004,5,12,3,630,738,68,BOS,EWR,200,12-05-2004 07:38
EWR_DTW_46441,2004,7,30,5,1520,1720,120,EWR,DTW,487,30-07-2004 19:27
DTW_BOS_32825,2004,11,5,5,1334,1517,103,DTW,BOS,632,05-11-2004 15:17
MIA_IAD_54906,2004,7,2,5,1315,1556,161,MIA,IAD,921,02-07-2004 15:56
LGA_DFW_47962,2004,3,27,6,1138,1440,242,LGA,DFW,1389,27-03-2004 14:40
DEN_PHL_34102,2004,9,25,6,1600,2132,212,DEN,PHL,1557,25-09-2004 21:32
DAY_ATL_29151,2004,7,3,6,545,720,95,DAY,ATL,432,03-07-2004 09:01
SEA_DFW_42210,2004,7,29,4,1216,1810,234,SEA,DFW,1660,29-07-2004 18:10
AZO_MSP_37141,2004,5,31,1,735,801,86,AZO,MSP,426,31-05-2004 08:01
ORD_OMA_35844,2004,5,4,2,1210,1345,95,ORD,OMA,416,04-05-2004 13:45
CLT_TPA_54574,2004,1,2,5,840,1024,104,CLT,TPA,508,02-01-2004 10:24
PHX_ORD_47130,2004,9,10,5,1120,1641,201,PHX,ORD,1440,10-09-2004 16:41
DEN_PHX_50493,2004,7,9,5,600,645,105,DEN,PHX,602,09-07-2004 06:45
LGA_CAE_43142,2004,7,27,2,1625,1835,130,LGA,CAE,617,27-07-2004 20:04
ANC_AKN_34207,2004,5,4,2,952,1102,70,ANC,AKN,289,04-05-2004 11:02
IAD_FLL_29733,2004,9,17,5,1700,1950,170,IAD,FLL,901,17-09-2004 19:50
IAH_CAE_49807,2004,7,4,7,1330,1656,146,IAH,CAE,878,04-07-2004 16:56
EWR_MCI_41179,2004,3,24,3,1440,1650,190,EWR,MCI,1092,24-03-2004 16:50
ROC_CVG_32130,2004,5,23,7,1636,1819,103,ROC,CVG,461,23-05-2004 19:09
SFO_HNL_27351,2004,3,28,7,840,1215,335,SFO,HNL,2398,28-03-2004 12:15
PHX_DEN_42931,2004,3,24,3,1411,1553,102,PHX,DEN,602,24-03-2004 15:53
ATL_DAB_27957,2004,7,21,3,950,1118,88,ATL,DAB,366,21-07-2004 11:18
EWR_FLL_54446,2004,3,24,3,1200,1501,181,EWR,FLL,1065,24-03-2004 15:01
OAK_IAD_46269,2004,7,16,5,1235,2035,300,OAK,IAD,2408,16-07-2004 20:35
LGA_BOS_31805,2004,7,31,6,1800,1910,70,LGA,BOS,185,31-07-2004 19:10
DEN_MTJ_48321,2004,1,3,6,1636,1740,64,DEN,MTJ,197,03-01-2004 18:47
SFO_EWR_35728,2004,3,20,6,845,1658,313,SFO,EWR,2565,20-03-2004 16:58
CVG_PHL_38962,2004,7,31,6,1735,1921,106,CVG,PHL,507,31-07-2004 20:52
SLC_MSP_36849,2004,11,6,6,1020,1354,154,SLC,MSP,991,06-11-2004 13:54
ATL_MIA_25898,2004,5,25,2,1601,1748,107,ATL,MIA,595,25-05-2004 17:48
SJC_LAS_36815,2004,11,25,4,935,1055,80,SJC,LAS,386,25-11-2004 10:55
SAN_LAS_52799,2004,3,26,5,1045,1155,70,SAN,LAS,258,26-03-2004 11:55
SFO_SNA_53963,2004,7,10,6,930,1059,89,SFO,SNA,372,10-07-2004 10:59
PIE_MDW_43511,2004,9,13,1,1223,1357,154,PIE,MDW,999,13-09-2004 13:57
MKE_CVG_29581,2004,5,18,2,1554,1820,86,MKE,CVG,318,18-05-2004 18:20
CRW_ORD_36391,2004,11,3,3,1740,1822,102,CRW,ORD,416,03-11-2004 18:22
IAH_AMA_34684,2004,1,2,5,1425,1606,101,IAH,AMA,519,02-01-2004 16:06
LAX_MIA_45490,2004,9,23,4,1335,2130,295,LAX,MIA,2342,23-09-2004 21:30
BOS_PHL_55583,2004,7,31,6,955,1125,90,BOS,PHL,280,31-07-2004 11:25
LIT_IAH_43591,2004,7,2,5,1518,1649,91,LIT,IAH,374,02-07-2004 16:49
PIT_EWR_49302,2004,5,21,5,645,805,80,PIT,EWR,319,21-05-2004 08:05
SJU_MCO_33227,2004,5,21,5,735,1040,185,SJU,MCO,1189,21-05-2004 10:40
FAR_DEN_49761,2004,11,29,1,1245,1336,111,FAR,DEN,627,29-11-2004 13:36
LAS_JFK_31552,2004,7,7,3,1245,2045,300,LAS,JFK,2248,07-07-2004 20:45
IND_MEM_33141,2004,7,28,3,1125,1242,77,IND,MEM,381,28-07-2004 12:42
FLL_BWI_31147,2004,7,12,1,845,1110,145,FLL,BWI,925,12-07-2004 11:10
PDX_DEN_53765,2004,9,19,7,1358,1719,141,PDX,DEN,992,19-09-2004 17:19
DEN_PDX_49917,2004,9,8,3,844,1017,153,DEN,PDX,992,08-09-2004 10:17
GRR_ATL_52397,2004,5,31,1,640,855,135,GRR,ATL,640,31-05-2004 10:12
DCA_BOS_49472,2004,3,1,1,1430,1553,83,DCA,BOS,399,01-03-2004 15:53
BDL_CVG_40333,2004,9,29,3,950,1148,118,BDL,CVG,661,29-09-2004 11:48
ATL_ROA_54822,2004,3,31,3,1314,1509,115,ATL,ROA,357,31-03-2004 15:09
ATL_CRW_27891,2004,11,24,3,1249,1405,76,ATL,CRW,363,24-11-2004 16:09
LGA_ATL_53830,2004,11,10,3,600,825,145,LGA,ATL,761,10-11-2004 08:25
CLE_SDF_30993,2004,7,17,6,1745,1900,75,CLE,SDF,304,17-07-2004 19:00
SLC_LAS_26566,2004,9,9,4,1455,1515,80,SLC,LAS,368,09-09-2004 15:15
PHL_BOS_53437,2004,7,29,4,1110,1225,75,PHL,BOS,280,29-07-2004 12:25
DTW_BWI_40827,2004,9,4,6,1012,1142,90,DTW,BWI,408,04-09-2004 11:42
CVG_RDU_32263,2004,5,10,1,1335,1456,81,CVG,RDU,390,10-05-2004 14:56
SEA_OAK_26866,2004,11,1,1,750,954,124,SEA,OAK,671,01-11-2004 09:54
MSN_MSP_37125,2004,9,5,7,650,752,62,MSN,MSP,228,05-09-2004 09:53
IAD_CAE_37764,2004,11,17,3,1235,1358,83,IAD,CAE,401,17-11-2004 13:58
ABQ_LAX_27166,2004,9,29,3,1335,1430,115,ABQ,LAX,677,29-09-2004 14:30
BOS_LGA_37214,2004,11,17,3,1430,1538,68,BOS,LGA,185,17-11-2004 15:38
DFW_BOS_30479,2004,7,7,3,1339,1841,242,DFW,BOS,1562,07-07-2004 18:41
PIT_DTW_31256,2004,11,3,3,1653,1809,76,PIT,DTW,201,03-11-2004 18:09
MSP_CVG_33508,2004,9,5,7,1717,2015,118,MSP,CVG,596,05-09-2004 20:15
CMH_RDU_45831,2004,5,23,7,1215,1330,75,CMH,RDU,361,23-05-2004 15:14
IAH_STL_51167,2004,11,1,1,935,1142,127,IAH,STL,668,01-11-2004 12:53
JFK_OAK_32762,2004,5,6,4,1120,1430,370,JFK,OAK,2576,06-05-2004 14:30
SAN_DFW_43512,2004,7,21,3,1316,1823,187,SAN,DFW,1171,21-07-2004 18:23
ORF_IAH_54339,2004,11,18,4,615,834,199,ORF,IAH,1201,18-11-2004 10:33
LGA_DFW_31127,2004,3,29,1,705,1009,244,LGA,DFW,1389,29-03-2004 10:09
PIT_CVG_53499,2004,5,31,1,1655,1812,77,PIT,CVG,256,31-05-2004 18:12
CVG_SYR_34045,2004,5,21,5,710,844,94,CVG,SYR,527,21-05-2004 08:44
LGA_DCA_44685,2004,5,17,1,1530,1641,71,LGA,DCA,214,17-05-2004 16:41
IAD_SFO_41721,2004,9,10,5,1225,1505,340,IAD,SFO,2419,10-09-2004 15:05
GJT_SLC_51739,2004,3,15,1,1618,1722,64,GJT,SLC,217,15-03-2004 17:22
ORD_TUL_35766,2004,5,21,5,1010,1207,117,ORD,TUL,585,21-05-2004 12:07
ATL_IAH_42494,2004,3,6,6,1220,1331,131,ATL,IAH,689,06-03-2004 13:31
DEN_MSY_35073,2004,9,27,1,1230,1600,150,DEN,MSY,1062,27-09-2004 16:00
ORD_SLC_29737,2004,7,2,5,1530,1800,210,ORD,SLC,1249,02-07-2004 18:00
LGA_GSP_52061,2004,7,15,4,1640,1841,121,LGA,GSP,610,15-07-2004 18:41
XNA_ATL_28967,2004,1,4,7,952,1240,108,XNA,ATL,589,04-01-2004 12:40
DFW_COS_47343,2004,7,29,4,950,1048,118,DFW,COS,592,29-07-2004 13:48
DFW_LAS_30563,2004,5,3,1,800,859,179,DFW,LAS,1055,03-05-2004 08:59
SAN_LAS_37841,2004,3,6,6,1335,1445,70,SAN,LAS,258,06-03-2004 14:45
BOS_RDU_51120,2004,9,4,6,1410,1606,116,BOS,RDU,612,04-09-2004 18:08
ABQ_SEA_54632,2004,7,19,1,1055,1300,185,ABQ,SEA,1180,19-07-2004 13:00
COS_SLC_51371,2004,9,18,6,840,1015,95,COS,SLC,410,18-09-2004 10:15
CVG_ATW_44047,2004,11,14,7,845,911,86,CVG,ATW,411,14-11-2004 09:11
GTF_MSP_45645,2004,9,19,7,1355,1709,134,GTF,MSP,887,19-09-2004 17:09
DEN_ABQ_32029,2004,5,9,7,1235,1351,76,DEN,ABQ,349,09-05-2004 13:51
CLT_LGA_52806,2004,5,28,5,1620,1812,112,CLT,LGA,544,28-05-2004 18:12
DFW_CLT_33378,2004,5,3,1,800,1126,146,DFW,CLT,936,03-05-2004 11:26
MSP_MDW_54282,2004,7,19,1,1655,1824,89,MSP,MDW,349,19-07-2004 18:24
STL_EWR_42832,2004,9,24,5,700,1029,149,STL,EWR,872,24-09-2004 10:29
CVG_ORD_54659,2004,11,15,1,1240,1252,72,CVG,ORD,264,15-11-2004 12:52
LGA_CMH_41980,2004,9,15,3,1255,1445,110,LGA,CMH,478,15-09-2004 16:52
DAL_ABQ_26601,2004,7,13,2,1745,1825,100,DAL,ABQ,580,13-07-2004 18:25
MSP_CVG_50735,2004,5,7,5,1330,1613,103,MSP,CVG,596,07-05-2004 16:13
RIC_EWR_44050,2004,3,21,7,700,810,70,RIC,EWR,278,21-03-2004 08:10
LGA_TPA_47976,2004,3,11,4,1115,1415,180,LGA,TPA,1011,11-03-2004 14:15
EWR_MCO_36807,2004,5,12,3,1740,2030,170,EWR,MCO,938,12-05-2004 20:30
CVG_PDX_48814,2004,5,26,3,1650,1831,281,CVG,PDX,1975,26-05-2004 18:31
AUS_ORD_46359,2004,7,28,3,700,942,162,AUS,ORD,978,28-07-2004 09:42
CVG_MCI_38392,2004,9,27,1,1610,1652,102,CVG,MCI,539,27-09-2004 19:02
IND_ATL_44860,2004,9,6,1,1530,1805,95,IND,ATL,432,06-09-2004 18:05
ATL_CRW_29252,2004,11,24,3,1020,1150,90,ATL,CRW,363,24-11-2004 13:37
XNA_ATL_31445,2004,7,24,6,545,832,107,XNA,ATL,589,24-07-2004 08:32
MSY_DAL_31491,2004,5,7,5,645,810,85,MSY,DAL,437,07-05-2004 08:10
LGA_ORD_31644,2004,9,30,4,1800,1938,158,LGA,ORD,733,30-09-2004 19:38
CVG_DTW_43077,2004,5,19,3,945,1057,72,CVG,DTW,229,19-05-2004 10:57
DTW_JFK_37561,2004,9,29,3,1500,1644,104,DTW,JFK,508,29-09-2004 16:44
MKE_BWI_39603,2004,1,1,4,1240,1525,105,MKE,BWI,641,01-01-2004 15:25
DFW_RDU_35108,2004,3,11,4,1725,2057,152,DFW,RDU,1062,11-03-2004 20:57
PHX_STL_39562,2004,5,8,6,1138,1641,183,PHX,STL,1262,08-05-2004 16:41
LAX_OAK_50312,2004,9,14,2,830,940,70,LAX,OAK,337,14-09-2004 11:16
OMA_MDW_33270,2004,11,9,2,1735,1855,80,OMA,MDW,423,09-11-2004 18:55
ORF_ATL_28853,2004,3,22,1,1440,1642,122,ORF,ATL,516,22-03-2004 16:42
ATL_BOS_41299,2004,11,11,4,942,1206,144,ATL,BOS,946,11-11-2004 12:06
LGA_ATL_35222,2004,7,3,6,800,1033,153,LGA,ATL,761,03-07-2004 10:33
SEA_JNU_34060,2004,7,7,3,700,830,150,SEA,JNU,909,07-07-2004 08:30
CVG_MEM_41321,2004,5,1,6,850,916,86,CVG,MEM,403,01-05-2004 10:36
HSV_DCA_36120,2004,7,27,2,830,1115,105,HSV,DCA,613,27-07-2004 13:25
CRW_ATL_39278,2004,5,10,1,1025,1145,80,CRW,ATL,363,10-05-2004 11:45
SAT_DFW_30312,2004,11,12,5,1750,1859,69,SAT,DFW,247,12-11-2004 18:59
DCA_BNA_51946,2004,11,19,5,1035,1125,110,DCA,BNA,562,19-11-2004 11:25
BUR_SMF_47914,2004,11,20,6,1750,1905,75,BUR,SMF,358,20-11-2004 20:11
DFW_LGA_34190,2004,11,4,4,1158,1614,196,DFW,LGA,1389,04-11-2004 16:14
MRY_LAX_47483,2004,5,18,2,540,709,89,MRY,LAX,267,18-05-2004 07:09
FLL_CVG_47081,2004,5,26,3,1705,1953,168,FLL,CVG,932,26-05-2004 21:18
SHV_DFW_35204,2004,9,1,3,1530,1642,72,SHV,DFW,190,01-09-2004 16:42
PHL_CLT_30755,2004,5,22,6,1310,1456,106,PHL,CLT,448,22-05-2004 14:56
ORD_MSP_50603,2004,11,27,6,1700,1834,94,ORD,MSP,334,27-11-2004 20:04
DCA_BOS_27867,2004,5,13,4,1730,1855,85,DCA,BOS,399,13-05-2004 20:58
DEN_MTJ_53880,2004,9,28,2,842,950,68,DEN,MTJ,197,28-09-2004 09:50
BOS_ORD_27853,2004,11,21,7,1005,1157,172,BOS,ORD,867,21-11-2004 11:57
DFW_PIT_25721,2004,9,26,7,830,1212,162,DFW,PIT,1068,26-09-2004 12:12
MHT_EWR_42176,2004,9,30,4,953,1107,74,MHT,EWR,209,30-09-2004 11:07
LAS_SAN_50229,2004,5,10,1,1144,1249,65,LAS,SAN,258,10-05-2004 12:49
IAH_HRL_36907,2004,5,1,6,1115,1224,69,IAH,HRL,295,01-05-2004 14:21
PBI_BOS_26048,2004,11,30,2,1600,1859,179,PBI,BOS,1197,30-11-2004 18:59
CAK_CVG_47128,2004,5,3,1,800,902,62,CAK,CVG,214,03-05-2004 12:01
ATL_CRW_46161,2004,11,23,2,1709,1827,78,ATL,CRW,363,23-11-2004 21:24
MSP_MIA_46533,2004,11,3,3,713,1143,210,MSP,MIA,1501,03-11-2004 11:43
SMF_DEN_30577,2004,11,22,1,1119,1434,135,SMF,DEN,910,22-11-2004 14:34
DTW_CVG_31722,2004,7,18,7,1400,1514,74,DTW,CVG,229,18-07-2004 15:14
DEN_ORD_46217,2004,9,22,3,1053,1414,141,DEN,ORD,888,22-09-2004 14:14
SLC_OAK_34779,2004,7,27,2,1125,1216,111,SLC,OAK,588,27-07-2004 12:16
MCO_DTW_53756,2004,9,22,3,1531,1814,163,MCO,DTW,957,22-09-2004 18:14
ORD_MCO_53939,2004,11,16,2,1545,1928,163,ORD,MCO,1005,16-11-2004 19:28
DFW_LAX_43858,2004,3,20,6,1502,1618,196,DFW,LAX,1235,20-03-2004 16:18
OAK_PHX_50869,2004,5,20,4,855,1045,110,OAK,PHX,646,20-05-2004 10:45
MDW_PVD_33671,2004,5,17,1,1540,1850,130,MDW,PVD,842,17-05-2004 21:38
SEA_DFW_51127,2004,3,9,2,1137,1718,221,SEA,DFW,1660,09-03-2004 18:47
JAN_CVG_49797,2004,11,11,4,700,948,108,JAN,CVG,555,11-11-2004 11:29
ATL_TYS_40155,2004,5,31,1,1436,1540,64,ATL,TYS,152,31-05-2004 17:45
EWR_ROC_34984,2004,3,16,2,1645,1800,75,EWR,ROC,246,16-03-2004 18:00
JFK_MIA_41414,2004,9,9,4,1200,1455,175,JFK,MIA,1090,09-09-2004 14:55
ORD_LAX_45910,2004,11,6,6,815,1040,265,ORD,LAX,1745,06-11-2004 10:40
EYW_ATL_31669,2004,5,26,3,1700,1905,125,EYW,ATL,646,26-05-2004 19:05
IAH_TPA_35832,2004,5,11,2,1320,1630,130,IAH,TPA,787,11-05-2004 17:56
MDW_LAX_51374,2004,7,16,5,1510,1720,250,MDW,LAX,1750,16-07-2004 17:20
EWR_SAV_46506,2004,5,29,6,1510,1730,140,EWR,SAV,708,29-05-2004 17:30
CVG_DFW_38764,2004,5,27,4,1759,1928,149,CVG,DFW,812,27-05-2004 19:28
SFO_IAH_31359,2004,5,14,5,900,1457,237,SFO,IAH,1635,14-05-2004 14:57
DFW_RIC_42149,2004,11,9,2,1338,1724,166,DFW,RIC,1158,09-11-2004 17:24
EWR_CVG_52552,2004,11,23,2,1732,1948,136,EWR,CVG,569,23-11-2004 22:21
ORD_MSP_26882,2004,11,12,5,800,927,87,ORD,MSP,334,12-11-2004 09:27
RNO_SLC_34879,2004,7,6,2,1325,1540,75,RNO,SLC,422,06-07-2004 15:40
SFO_SEA_39101,2004,3,8,1,855,1058,123,SFO,SEA,679,08-03-2004 10:58
PDX_SNA_50951,2004,7,27,2,1355,1621,146,PDX,SNA,859,27-07-2004 16:21
OAK_LAS_34431,2004,7,21,3,940,1100,80,OAK,LAS,407,21-07-2004 11:00
JAN_CVG_30400,2004,7,10,6,1455,1740,105,JAN,CVG,555,10-07-2004 17:40
ORD_DTW_48850,2004,5,4,2,1336,1603,87,ORD,DTW,235,04-05-2004 16:03
PHX_MIA_30561,2004,5,25,2,1140,1852,252,PHX,MIA,1972,25-05-2004 18:52
IAD_CMH_35696,2004,5,15,6,835,952,77,IAD,CMH,299,15-05-2004 09:52
TPA_PHL_35266,2004,7,21,3,1630,1906,156,TPA,PHL,920,21-07-2004 19:06
ORD_LNK_48371,2004,7,2,5,859,1029,90,ORD,LNK,466,02-07-2004 10:29
IAH_ATL_37221,2004,5,1,6,1056,1356,120,IAH,ATL,689,01-05-2004 15:26
ATL_CAE_42459,2004,11,30,2,1755,1905,70,ATL,CAE,191,30-11-2004 20:56
DCA_ATL_43801,2004,9,15,3,1405,1600,115,DCA,ATL,547,15-09-2004 16:00
DCA_MSP_46872,2004,3,19,5,830,1012,162,DCA,MSP,931,19-03-2004 10:12
DFW_BTR_48305,2004,7,29,4,730,848,78,DFW,BTR,383,29-07-2004 11:43
DEN_RAP_31734,2004,3,11,4,1540,1658,78,DEN,RAP,301,11-03-2004 16:58
BUF_ATL_36343,2004,3,5,5,1243,1513,150,BUF,ATL,712,05-03-2004 15:13
TPA_MSY_33336,2004,3,8,1,930,1015,105,TPA,MSY,487,08-03-2004 10:15
LGA_MIA_36948,2004,9,25,6,752,1050,178,LGA,MIA,1097,25-09-2004 10:50
CMH_MSP_43853,2004,5,27,4,920,1021,121,CMH,MSP,627,27-05-2004 10:21
ATL_HSV_30286,2004,5,31,1,1210,1215,65,ATL,HSV,151,31-05-2004 13:22
PHX_IAH_43890,2004,7,15,4,907,1347,160,PHX,IAH,1009,15-07-2004 13:47
FLL_MEM_55331,2004,3,25,4,1600,1728,148,FLL,MEM,851,25-03-2004 17:28
SNA_LAS_41777,2004,11,26,5,1350,1457,67,SNA,LAS,226,26-11-2004 14:57
MCI_SMF_40009,2004,11,4,4,1740,1925,225,MCI,SMF,1442,04-11-2004 19:25
MSO_SLC_41928,2004,11,17,3,1300,1418,78,MSO,SLC,436,17-11-2004 16:42
STL_MEM_45185,2004,3,30,2,1135,1244,69,STL,MEM,256,30-03-2004 12:44
BTR_DFW_51781,2004,5,31,1,1705,1830,85,BTR,DFW,383,31-05-2004 18:30
ABQ_SLC_30386,2004,3,24,3,1030,1203,93,ABQ,SLC,493,24-03-2004 12:03
PIT_TPA_39701,2004,9,20,1,1205,1424,139,PIT,TPA,873,20-09-2004 14:24
STL_MSP_47415,2004,5,15,6,1035,1215,100,STL,MSP,449,15-05-2004 12:15
IAD_HPN_34910,2004,9,12,7,1800,1930,90,IAD,HPN,247,12-09-2004 21:32
ABI_DFW_33150,2004,11,24,3,1140,1244,64,ABI,DFW,158,24-11-2004 12:44
SLC_COS_38557,2004,11,21,7,1330,1454,84,SLC,COS,410,21-11-2004 15:44
DFW_BNA_35858,2004,11,24,3,1737,1923,106,DFW,BNA,631,24-11-2004 19:23
CMH_DCA_49259,2004,9,23,4,1725,1837,72,CMH,DCA,322,23-09-2004 18:37
EWR_DAY_37945,2004,5,5,3,1435,1620,105,EWR,DAY,533,05-05-2004 16:20
MCO_ATL_54350,2004,5,6,4,1000,1127,87,MCO,ATL,403,06-05-2004 11:27
MSY_ATL_40550,2004,5,20,4,1519,1744,85,MSY,ATL,425,20-05-2004 17:44
DFW_OAK_35881,2004,7,6,2,950,1135,225,DFW,OAK,1456,06-07-2004 11:35
DFW_LAX_25958,2004,5,6,4,701,815,194,DFW,LAX,1235,06-05-2004 08:15
DFW_MCI_39210,2004,3,25,4,1049,1217,88,DFW,MCI,460,25-03-2004 12:17
DFW_BWI_26039,2004,9,27,1,705,1103,178,DFW,BWI,1217,27-09-2004 11:03
SBA_SFO_28220,2004,11,5,5,645,749,64,SBA,SFO,262,05-11-2004 07:49
CLE_DCA_27553,2004,11,12,5,1130,1239,69,CLE,DCA,310,12-11-2004 14:56
MCI_ORD_38968,2004,5,6,4,1800,1931,91,MCI,ORD,403,06-05-2004 19:31
DTW_IAD_28367,2004,7,21,3,1715,1844,89,DTW,IAD,383,21-07-2004 18:44
MSP_EWR_33349,2004,9,23,4,950,1324,154,MSP,EWR,1008,23-09-2004 13:24
IND_MCO_43612,2004,7,9,5,1649,2003,134,IND,MCO,828,09-07-2004 22:31
MFR_SFO_48027,2004,5,16,7,725,904,99,MFR,SFO,329,16-05-2004 09:04
DEN_RAP_31363,2004,9,16,4,1545,1704,79,DEN,RAP,301,16-09-2004 17:04
MSP_DTW_55610,2004,7,31,6,1415,1659,104,MSP,DTW,528,31-07-2004 16:59
MSP_RDU_43913,2004,3,12,5,727,1049,142,MSP,RDU,981,12-03-2004 10:49
SLC_BZN_49686,2004,11,7,7,1305,1416,71,SLC,BZN,347,07-11-2004 14:16
IAH_SJC_51412,2004,5,28,5,926,1128,242,IAH,SJC,1608,28-05-2004 11:28
MCO_MDW_49416,2004,9,25,6,705,840,155,MCO,MDW,989,25-09-2004 08:40
SAT_ORD_30244,2004,7,19,1,900,1142,162,SAT,ORD,1041,19-07-2004 11:42
ORD_BUF_36992,2004,9,24,5,734,957,83,ORD,BUF,473,24-09-2004 09:57
IAD_RDU_45178,2004,9,25,6,730,840,70,IAD,RDU,224,25-09-2004 10:12
MSY_MIA_34584,2004,5,20,4,603,848,105,MSY,MIA,674,20-05-2004 08:48
DFW_DEN_46870,2004,3,3,3,1146,1250,124,DFW,DEN,641,03-03-2004 12:50
CVG_CLE_50694,2004,9,20,1,905,1007,62,CVG,CLE,221,20-09-2004 10:07
PBI_ATL_54827,2004,3,16,2,1127,1314,107,PBI,ATL,545,16-03-2004 15:05
IAD_TYS_27693,2004,5,22,6,900,1040,100,IAD,TYS,419,22-05-2004 10:40
MSP_BZN_36825,2004,5,25,2,1133,1259,146,MSP,BZN,874,25-05-2004 15:23
MSP_DCA_52507,2004,5,21,5,718,1034,136,MSP,DCA,931,21-05-2004 10:34
MCI_SAN_27971,2004,3,24,3,1130,1305,215,MCI,SAN,1333,24-03-2004 13:05
GSP_LGA_51487,2004,5,31,1,750,940,110,GSP,LGA,610,31-05-2004 09:40
DCA_MSY_54615,2004,9,6,1,1415,1546,151,DCA,MSY,969,06-09-2004 15:46
DCA_ORD_36917,2004,5,1,6,1255,1402,127,DCA,ORD,612,01-05-2004 14:02
IAH_XNA_41670,2004,11,1,1,1530,1658,88,IAH,XNA,438,01-11-2004 19:29
DTW_GSO_47633,2004,5,1,6,1019,1151,92,DTW,GSO,460,01-05-2004 11:51
LGA_BOS_34912,2004,7,28,3,1530,1639,69,LGA,BOS,185,28-07-2004 16:39
SAN_OAK_55011,2004,5,1,6,700,830,90,SAN,OAK,446,01-05-2004 08:30
IAD_LAX_44118,2004,5,18,2,1650,1912,322,IAD,LAX,2288,18-05-2004 19:12
JAX_FLL_28480,2004,11,11,4,1640,1750,70,JAX,FLL,318,11-11-2004 17:50
MSY_ATL_53957,2004,9,5,7,1235,1453,78,MSY,ATL,425,05-09-2004 14:53
PHF_ATL_52543,2004,7,25,7,535,720,105,PHF,ATL,508,25-07-2004 08:46
MSP_CVG_40457,2004,9,20,1,1717,2015,118,MSP,CVG,596,20-09-2004 20:15
ATL_PWM_38726,2004,9,27,1,1718,1956,158,ATL,PWM,1027,27-09-2004 19:56
EWR_RDU_46003,2004,7,8,4,1300,1430,90,EWR,RDU,416,08-07-2004 14:30
LIT_BWI_48524,2004,9,14,2,1730,2050,140,LIT,BWI,912,14-09-2004 23:33
ISP_MCO_36178,2004,11,22,1,1330,1615,165,ISP,MCO,972,22-11-2004 16:15
DEN_TUS_36253,2004,5,17,1,1140,1227,107,DEN,TUS,639,17-05-2004 12:27
DCA_PHX_54036,2004,9,3,5,720,916,296,DCA,PHX,1979,03-09-2004 09:16
ATL_IAD_28092,2004,11,29,1,1615,1803,108,ATL,IAD,533,29-11-2004 18:03
ORD_MSP_47065,2004,11,2,2,1700,1831,91,ORD,MSP,334,02-11-2004 18:31
BDL_CLE_27211,2004,7,30,5,630,817,107,BDL,CLE,475,30-07-2004 08:17
TYS_CVG_28129,2004,5,26,3,1225,1331,66,TYS,CVG,226,26-05-2004 13:31
JAX_MSY_43102,2004,11,19,5,1600,1635,95,JAX,MSY,513,19-11-2004 16:35
LGA_IAD_31638,2004,7,19,1,1530,1700,90,LGA,IAD,229,19-07-2004 18:05
LGA_CHS_41045,2004,9,21,2,830,1045,135,LGA,CHS,641,21-09-2004 10:45
MHT_PHL_26326,2004,3,25,4,1128,1255,87,MHT,PHL,290,25-03-2004 12:55
BHM_HOU_31777,2004,3,23,2,925,1120,115,BHM,HOU,570,23-03-2004 11:20
ATL_CAK_42700,2004,9,16,4,1238,1417,99,ATL,CAK,528,16-09-2004 15:58
MSP_CLE_33109,2004,11,30,2,1142,1438,116,MSP,CLE,622,30-11-2004 16:14
SFO_DEN_49565,2004,7,31,6,1655,2014,139,SFO,DEN,967,31-07-2004 20:14
DFW_ABQ_50720,2004,11,15,1,942,1031,109,DFW,ABQ,569,15-11-2004 10:31
